,_id,id,author_id,created_at,text,Label
239896,6081b73573596eb9ada82309,1.34E+18,2484761636,31/12/2020,employee intentionally ruined 500 doses of covid vaccine wisconsin hospital says  via ,0
510193,6083188c73596eb9adb76b84,1.36E+18,1.27E+18,31/01/2021, easier to buy heroin in sf than it is for a 70 year old to get vaccinated in ca,0
408436,6083160173596eb9adb1e648,1.36E+18,18106658,31/01/2021, that does rather beg the question of what the point of a vaccine would be if it only comes out after the population already has herd immunity,1
60211,6076b1840857f5cbcd379c83,1.33E+18,297900106,30/11/2020,airbridgecargo airlines steps into covid19 vaccine transportation phase ,0
200450,6081b68c73596eb9ada5f654,1.34E+18,9.64E+17,31/12/2020, my granddaughter said to me when we get this vaccine and its safe grandma im coming to kiss your entire face im a very lucky grandma,3
158330,607747050857f5cbcd3de7db,1.33E+18,483999271,23/11/2020,   yeswho will be given priority since itll take time to distribute the vaccine to the public bidenamp his team need to devise a plan trump is too busy having tantrums to make the transition bidens asking for donations to transition he shouldnt have to transition on his own,3
211904,6081b6bb73596eb9ada69910,1.34E+18,1.34E+18,31/12/2020,   listen to the idiots out there at least you know gates doesnt invent the vaccine but gives people free donations to do so thank god for people like him and his wife,3
202182,6081b69473596eb9ada61030,1.34E+18,1676151,31/12/2020,the most impressive tech project of the year other than the vaccine is todays successful launch of massachusetts paidleave programtldr paid leave for any of these reasons  ,0
313307,6081cc2973596eb9adac4b5d,1.34E+18,1260395682,31/12/2020,  whod have thought it two vaccines designed to make the human immune system recognize the same spike protein having the same level of efficacy but im sure you have some concrete evidence this is as lie in order to be smearing your feces around like that,3
469168,6083173773596eb9adb5262e,1.36E+18,2193464841,31/01/2021,ive justdonated to help people in lowincome countries access the covid19 vaccine donate on  and help raise £2000 ,0
521336,608318b773596eb9adb8041c,1.36E+18,1.29E+18,30/01/2021, many people of color who work at the health system that i work at are refusing to get the vaccine no reason given but everyone regardless of race has the opportunity to be vaccinated,1
429723,6083165273596eb9adb30baf,1.36E+18,126591034,31/01/2021,siu to call a media conference 1st week of march tla re bechengsomething to do with vaccine what what,0
426434,6083164673596eb9adb2e056,1.36E+18,1213091504,31/01/2021,weve hit the time where people are nostalgic for robots 2005 please run us this vaccine,0
518519,608318ab73596eb9adb7dc51,1.36E+18,35067214,30/01/2021,  congress all got vaccinated and half of them are terrorists,0
96463,60772fbb0857f5cbcd39f205,1.33E+18,2596370826,30/11/2020,  congratulations to minister freeland for a first rate plan on vaccines the economy the cerb and on providing fiscal guardrails as the ceo of moderna vaccines assured us the trudeau government has put canadians at the front of the line merci beaucoup,3
255246,6081b77473596eb9ada8fae6,1.34E+18,903046711,31/12/2020,update i did not get the covid vaccine because they ran out ,0
266822,6081b7a273596eb9ada99cee,1.34E+18,1.22E+18,31/12/2020,here i go getting my vaccine  im so scared of shots,1
155001,607746f20857f5cbcd3db0df,1.33E+18,1204368523,24/11/2020,a silver lining among the clouds the outlook for the industry has gotten a bit brighter this week now that pfizer announced their covid19 vaccine    ,3
485901,6083177c73596eb9adb60776,1.36E+18,89383197,31/01/2021,im getting dms from vaccinereluctant people pls be patient with those who are reluctant,1
478725,6083175e73596eb9adb5a527,1.36E+18,2847876525,31/01/2021,   england and scotland are very different in terms of population density and demographics we should be far better in terms of deaths were not and compared to similar sized countries we are far worse to then be far slower rolling out the vaccine is complete incompetence,0
128708,6077305c0857f5cbcd3bf6e4,1.33E+18,2731818981,20/11/2020,what you need to know about the moderna and pfizer coronavirus vaccines ,0
224872,6081b6f073596eb9ada74fd4,1.34E+18,3420200794,31/12/2020, this is under the assumption that everyone not wanting a vaccine is indeed walking around  the government shouldnt be able to mandate it but employers sure,0
523080,608318c173596eb9adb81db7,1.36E+18,8.53E+17,30/01/2021,  thank you  hopefully we can now move on and get everyone vaccinated and make covid a thing of the past,3
500962,6083186073596eb9adb6df75,1.36E+18,1.30E+18,31/01/2021, after the relentless efforts of human rights organizations israel vaccinated the palestinian prisoners in its prisonsfor the first time since its inception the bselem group named israel an apartheid regime,0
250775,6081b76273596eb9ada8bd24,1.34E+18,2933782246,31/12/2020, good for you but 300000000 people dont because the vaccine is not available to them ,0
500413,6083185e73596eb9adb6d83a,1.36E+18,4167657567,31/01/2021, there will be no danger of disruption to vaccines coming from the eu and of course we must send coronavirus vaccines abroad when able we should never become a vaccinated island while other countries go without,3
426584,6083164773596eb9adb2e182,1.36E+18,488476120,31/01/2021, my thing is at the risk of ppls lives because you scaring them in a pandemic if you dont want the vaccine thats fine but dont be a fucking loser and spread false information,1
224711,6081b6ef73596eb9ada74e91,1.34E+18,1.17E+18,31/12/2020, the corona vaccine exists so yes things will change,3
58417,6076b17e0857f5cbcd3782ea,1.33E+18,12903462,30/11/2020,scientists and vaccine trial participants are tackling misinformation on tiktok by by christina morales via nyt new york times ,0
216886,6081b6ce73596eb9ada6dde1,1.34E+18,471587522,31/12/2020,  i did not consent to this effectively a mass clinical trial with nhs staff the vaccine was passed through the mhra based on two vaccines 28 days apart pfizervaccine vaccinefarce covid covid19 ,1
355922,6082f9c173596eb9adaecf4e,1.34E+18,1931443988,30/12/2020,️new strain of covid19️ pfizer biontech  buy on the dip vaccine of the century buy buy buy  covid 19  20  21  bntx buy on the dip buy buy buy   are you getting vaccinated so is everyone in the world buy buy buy  ,3
67015,6076b19b0857f5cbcd37f985,1.33E+18,1.17E+18,30/11/2020,pfizers new crown vaccine is still pending approval by the federal food and drug administration fda on december 10 however united airlines has begun to deliver vaccines to many places at home and abroad ,0
314794,6081cc3173596eb9adac625a,1.34E+18,1.20E+18,31/12/2020,  all this vaccines are for money makingskeems uqinisile mfowethu  ake ngibuze  ugwayi wona usinde kankani ,2
455334,608316b673596eb9adb46b68,1.36E+18,8.75E+17,31/01/2021, the fact that there are current flexibilities by age makes more sense administratively—you have an id for your age think of how vaccines are going smoother bc age is easy to prove vs the certain jobsunderlying condition its not that they dont deserve vaccine its that,0
234765,6081b72073596eb9ada7dd00,1.34E+18,8.82E+17,31/12/2020,  how can a vaccine that has not gone through the rigours of testing be safe me thinks the the vaccine is just a hope clutch humanity needs some hope before it becomes violence out of desperation ghat harris hand is too large for them to reach into her upper t shit to inject,1
79306,6076b1c40857f5cbcd38a3ab,1.33E+18,1.23E+18,29/11/2020, a things importance is uncorrelated with its ease of measurement its great to have this info but weve just left that rodeo with testing a vaccine or test is only useful if its administered and correctly little word yet on delivery readiness,0
291517,6081b80573596eb9adaaf231,1.34E+18,14774634,31/12/2020,vaccine administration is delayed across states undercutting trumps promises and bidens ambitions  the washington post ,0
446184,6083169273596eb9adb3ef9e,1.36E+18,274024474,31/01/2021, let us all make sure to focus snp onto the vaccine rollout  sign and share  do not give consent for another scottish independence referendum ,0
446787,6083169473596eb9adb3f748,1.36E+18,1129589521,31/01/2021, worried about a sore arm after a covid19 vaccine wait a bit before taking pain relievers   nyc,1
213324,6081b6c173596eb9ada6ad37,1.34E+18,1.05E+18,31/12/2020,  the nurse who doesnt want to take the vaccine yet is the one with a medical degreeits a big risk for people in the nhs to criticize a drugs companycovid19,1
378031,6082fa1773596eb9adafeea2,1.34E+18,2423370157,27/12/2020,pfizers covidー19 vaccine was designed in just few hours says biontech cofounder dr ugursahinno other vaccine in history has been created and manufactured so quickly previously the fastest vaccine ever developed took more than four years,1
395290,608314bc73596eb9adb130f6,1.36E+18,1.26E+18,31/01/2021,           thats the point no ones knows what this vaccine will do,1
129398,6077305e0857f5cbcd3bfef0,1.33E+18,116265954,19/11/2020, i wonder if dolly parton knew this when she donated 1 million dollars to moderna hmmm,0
481484,6083176a73596eb9adb5caf8,1.36E+18,2279652757,31/01/2021, fampk you  your orange scourge gave away the vaccine  dont even try laying this on biden when that bastard spent his last days sabotaging rather than stewardess the country  only your followers are stupid enough to buy your bs  ,0
114587,607730280857f5cbcd3b38d4,1.33E+18,3215221252,23/11/2020, canada hasnt secured any doses they may have ordered some from pfizer and moderna they will arrive after all the americans get theirs so some time in june how many of the 414 million come from liberal insiders,1
508164,6083188373596eb9adb74ccd,1.36E+18,181730185,31/01/2021, i feel you robin i work in the school district myself and am thankfully still remote but a lot of people arent and have to go to work anyway without being vaccinated its scary,0
363417,6082f9dd73596eb9adaf3189,1.34E+18,120549928,29/12/2020,indonesia to sign vaccine deals with pfizer astrazeneca ,0
242623,6081b74173596eb9ada84a3c,1.34E+18,2974370721,31/12/2020,the first people in the faroeislands have been given the covid vaccine frontline health workers were first in linemore  ,0
194489,607aef6f0857f5cbcdc10fa4,1.33E+18,56440721,10/11/2020,report covid19 vaccine news makes health stocks  via ,0
360446,6082f9d273596eb9adaf0acf,1.34E+18,3378922977,29/12/2020,good news though today about margaret keenan getting second dose of pfizerbiontech vaccine  will be very interesting to see what happens in coming days regarding scale of vaccination programme assuming oxfordastrazeneca vaccine gets approved,0
228347,6081b6ff73596eb9ada78057,1.34E+18,2700205015,31/12/2020, unfortunately working in healthcare doesnt preclude ignorancedeliberate or otherwisei have more than 1 risk w vaccineanaphylactic history amp autoimmune disorder i still recognize disease will be far more dangerous and ill get vaccinatedunder observationasap,1
93685,6076b1f40857f5cbcd396b68,1.33E+18,248335775,29/11/2020,afeyan was asked whether the fact that canada committed to prepurchase its doses before other jurisdictions means it will get its supply first afeyan confirmed that was the case seems the cpc has again made a huge issue out of nothing no credibility cdnpoli vaccine ,0
